,Unnamed: 0,id,cleaned_word_list,cleaned_word_list_nouns
228,228,1173703071303647233,kit kemp interiors incredible soho location original texan bowling alley london eclectic,kit kemp interiors location texan bowling alley
229,229,1173702746064773120,onto hotel awards sponsored got bed amp breakfast champions yorkshire,hotel awards breakfast champions
230,230,1173702628485861378,main course tonight created matched hochar et fils,course tonight hochar et fils
231,231,1173686334755606534,tonight offering guests chance win two spectacular raffle prizes night stay devasom khao lak,offering guests chance raffle prizes night lak
232,232,1173685026652872704,simply best yotam picks book year fabulous ottolenghi simple,yotam picks book year ottolenghi simple
233,233,1173684467577307141,surrounded beautiful yorkshire countryside run crack team tutors deserving win,yorkshire countryside crack team tutors win
234,234,1173684037942202369,talking wines mayfair beats stiff competition specialist retailer year cate,wines mayfair competition specialist retailer year cate
235,235,1173677392742768648,time tea tucking crab crumpet starter courtesy talented cornerstone hackne,time tea crab crumpet courtesy cornerstone hackne
236,236,1173673176334774272,winner mighty takes overall cruise line year award congratulations,winner mighty cruise line year award congratulations
237,237,1173672956725223425,arctic expeditions panama canal adventures readers smitten take crown,expeditions adventures readers crown
238,238,1173672598615613440,ahoy pick ocean cruise line year award thanks incredible itineraries ex,ahoy pick cruise line year itineraries
239,239,1173672339969662980,something taking stage accept river cruise line,something stage line
240,240,1173672090886713346,sixth year running mighty picks long haul airline year award co,year mighty picks airline year co
241,241,1173671670688735238,cabin crew prepare landing got award hold congratulations short haul airlin,cabin crew prepare congratulations haul airlin
242,242,1173671193351786496,legendary pick first award evening crowned tour operator,pick tour operator
243,243,1173651983959547909,tonight night votes counted announcing food travel reader awards wi,night votes food travel reader awards
244,244,1173185697848713223,food travel hq wait food travel reader awards monday today excited,food travel hq food travel reader awards today
245,245,1172823308439625730,votes counted find voted heroes food drink travel worlds monday se,votes heroes food travel worlds se
246,246,1172548569947148288,also looking forward announcing breakthrough chef year,breakthrough chef year
